country,gender,school_type,math_score,reading_score,science_score,education_father,education_mother,education_parents,family_structure,immigration_status
135786,Germany,Male,Integrated school,477.3407,473.9313,515.7963,ISCED 5B,ISCED 2,ISCED 5B,Both parents,Native
135787,Germany,Female,Integrated school,405.1332,482.5473,480.9213,ISCED 2,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
135788,Germany,Male,Integrated school,518.0791,466.9544,448.2842,ISCED 2,None,ISCED 2,Both parents,Native
135790,Germany,Male,High school,624.1704,570.1647,649.0489,ISCED 2,ISCED 5B,ISCED 5B,Single father/mother,Native
135791,Germany,Female,High school,630.2461,612.0199,638.5117,ISCED 5B,"ISCED 3A, ISCED 4",ISCED 5B,Both parents,Native
135792,Germany,Female,High school,585.1457,575.2433,605.6882,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
135793,Germany,Female,High school,621.8336,624.4906,625.1772,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
135794,Germany,Male,High school,710.5546,627.1028,691.6636,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
135796,Germany,Female,High school,677.0603,668.9719,676.5573,ISCED 5B,ISCED 5B,ISCED 5B,Both parents,Native
135797,Germany,Female,High school,520.6496,544.9007,547.9672,ISCED 5B,ISCED 5B,ISCED 5B,Both parents,Native
135800,Germany,Female,High school,586.3919999999999,575.2433,620.235,"ISCED 5A, 6",ISCED 2,"ISCED 5A, 6",Both parents,Native
135802,Germany,Female,High school,657.3532,628.3827,620.7945,ISCED 5B,"ISCED 3A, ISCED 4",ISCED 5B,Both parents,Native
135803,Germany,Female,High school,610.9285,650.9411,713.1108,ISCED 5B,"ISCED 3B, C",ISCED 5B,Both parents,Native
135804,Germany,Female,High school,578.2131,593.5125,625.1772,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
135805,Germany,Male,High school,723.9523,667.7614,765.5166,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
135806,Germany,Female,High school,544.6409,507.6475,503.0213,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
135807,Germany,Male,High school,632.1156,566.3956,613.3346,ISCED 2,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
135809,Germany,Male,High school,689.0559,597.3506,680.567,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
135811,Germany,Female,High school,559.5186,584.7751,614.5468,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
135812,Germany,Female,High school,607.4233,599.8669,620.235,"ISCED 5A, 6","ISCED 3A, ISCED 4","ISCED 5A, 6",Both parents,Native
135813,Germany,Male,High school,577.5121,539.4502,570.6266,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Single father/mother,Native
135814,Germany,Female,High school,483.1048,475.8751,410.705,"ISCED 3A, ISCED 4",ISCED 5B,ISCED 5B,Both parents,Second-Generation
135815,Germany,Female,High school,530.8537,533.3832,551.7904,ISCED 5B,ISCED 5B,ISCED 5B,Both parents,Native
135817,Germany,Female,High school,675.5803,622.9019,597.762,ISCED 2,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
135819,Germany,Male,High school,645.2796,602.0821,644.9459,"ISCED 5A, 6",ISCED 5B,"ISCED 5A, 6",Both parents,Native
135820,Germany,Male,High school,548.6135,554.1258,585.0802,ISCED 5B,ISCED 5B,ISCED 5B,Single father/mother,Native
135821,Germany,Female,High school,497.9047,515.5906,521.6709999999999,"ISCED 5A, 6",ISCED 5B,"ISCED 5A, 6",Both parents,Native
135822,Germany,Male,High school,584.4446,515.873,521.0183,"ISCED 3A, ISCED 4",ISCED 2,"ISCED 3A, ISCED 4",Both parents,Native
135823,Germany,Male,High school,637.0229,598.2328,655.6695,"ISCED 5A, 6","ISCED 3A, ISCED 4","ISCED 5A, 6",Both parents,Native
135825,Germany,Female,High school,564.1922,521.4685,521.0183,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
135826,Germany,Female,High school,619.4968,588.9849,576.0351,"ISCED 3B, C","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
135827,Germany,Female,High school,484.9743,461.5776,520.179,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
135828,Germany,Female,High school,577.4342,603.0442,600.5595,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
135829,Germany,Female,High school,620.1979,630.845,612.4021,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
135830,Germany,Male,High school,554.0661,436.2399,530.0634,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
135831,Germany,Male,High school,544.3293,520.4441,526.0537,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
135832,Germany,Female,High school,508.9656,532.9066,526.7997,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
135833,Germany,Female,High school,593.1687,524.6458,527.5457,"ISCED 5A, 6",ISCED 2,"ISCED 5A, 6",Both parents,Native
135834,Germany,Female,High school,566.4512,544.2652,548.8064,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
135835,Germany,Male,High school,597.2971,542.8986,595.9903,ISCED 5B,"ISCED 3A, ISCED 4",ISCED 5B,Both parents,Native
135856,Germany,Female,Middle school,445.9495,425.35699999999997,481.8538,ISCED 5B,ISCED 2,ISCED 5B,Both parents,Native
135857,Germany,Male,Middle school,582.2636,531.11,555.5203,ISCED 5B,"ISCED 5A, 6","ISCED 5A, 6",Both parents,Second-Generation
135858,Germany,Male,Middle school,551.8071,481.7903,576.8743,ISCED 2,"ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
135859,Germany,Female,Middle school,312.4396,392.7903,381.1451,"ISCED 3A, ISCED 4",ISCED 2,"ISCED 3A, ISCED 4",Both parents,Native
135860,Germany,Male,Middle school,523.6875,527.1002,563.9127,ISCED 5B,ISCED 2,ISCED 5B,Both parents,Native
135862,Germany,Female,Middle school,520.6496,476.5106,503.4875,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
135864,Germany,Male,Middle school,501.8772,458.6943,469.4517,ISCED 5B,ISCED 5B,ISCED 5B,Single father/mother,Native
135865,Germany,Male,Middle school,422.6593,405.6858,425.9978,ISCED 2,ISCED 2,ISCED 2,Single father/mother,Native
135866,Germany,Male,Middle school,434.8107,404.1621,479.0563,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
135869,Germany,Female,Middle school,472.4334,526.2344,504.2335,ISCED 5B,ISCED 5B,ISCED 5B,Both parents,Second-Generation
135871,Germany,Male,Middle school,582.731,484.5972,578.8325,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Single father/mother,Native
135873,Germany,Male,Middle school,573.3837,450.1135,514.4909,ISCED 5B,"ISCED 3A, ISCED 4",ISCED 5B,Both parents,Native
135874,Germany,Male,Middle school,410.7415,329.0198,414.7147,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
135878,Germany,Female,Middle school,324.66900000000004,377.4601,366.5983,ISCED 5B,ISCED 2,ISCED 5B,Both parents,Second-Generation
135880,Germany,Female,High school,499.5404,537.1164,517.0086,"ISCED 5A, 6","ISCED 3A, ISCED 4","ISCED 5A, 6",Both parents,Native
135883,Germany,Male,High school,646.1365,595.2656,612.4021,"ISCED 3A, ISCED 4",ISCED 2,"ISCED 3A, ISCED 4",Both parents,Native
135884,Germany,Male,High school,687.1865,627.9047,692.4095,"ISCED 5A, 6","ISCED 3A, ISCED 4","ISCED 5A, 6",Both parents,Native
135885,Germany,Female,High school,704.3231,682.3958,622.3797,"ISCED 3A, ISCED 4","ISCED 5A, 6","ISCED 5A, 6",Single father/mother,Native
135886,Germany,Male,High school,769.9875,669.0445,744.8154,"ISCED 5A, 6",ISCED 5B,"ISCED 5A, 6",Single father/mother,Native
135887,Germany,Female,High school,502.5004,498.4335,511.6934,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
135889,Germany,Male,High school,557.026,507.0516,531.2756,ISCED 5B,ISCED 5B,ISCED 5B,Single father/mother,Native
135890,Germany,Male,High school,523.7654,489.7296,470.8504,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
135891,Germany,Male,High school,585.2236,535.6811,537.1503,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
135893,Germany,Male,High school,652.2901,612.4272,626.5759,"ISCED 3A, ISCED 4",ISCED 2,"ISCED 3A, ISCED 4",Both parents,Native
135899,Germany,Male,High school,604.3075,574.9764,586.6654,"ISCED 5A, 6","ISCED 3A, ISCED 4","ISCED 5A, 6",Both parents,Native
135904,Germany,Female,High school,596.1287,610.4313,592.8198,ISCED 5B,"ISCED 3A, ISCED 4",ISCED 5B,Both parents,Native
135905,Germany,Male,Middle school,518.0791,470.1621,534.0731,ISCED 5B,ISCED 2,ISCED 5B,Both parents,Native
135906,Germany,Female,Middle school,424.6066,453.1579,479.9888,"ISCED 3A, ISCED 4",ISCED 2,"ISCED 3A, ISCED 4",Both parents,Native
135907,Germany,Female,Middle school,555.6239,524.6458,542.4655,ISCED 2,"ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
135909,Germany,Male,Middle school,579.3815,503.6033,573.6106,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
135910,Germany,Female,Middle school,642.7869999999999,617.2623,622.3797,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
135911,Germany,Male,Middle school,511.2245,550.918,567.9224,ISCED 2,"ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
135912,Germany,Male,Middle school,505.3825,453.0807,535.3786,ISCED 5B,"ISCED 3A, ISCED 4",ISCED 5B,Both parents,Native
135913,Germany,Female,Middle school,394.306,430.6789,424.972,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
135914,Germany,Male,Middle school,495.8015,478.9835,542.4655,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
135916,Germany,Female,Middle school,424.2172,458.4003,449.31,"ISCED 3A, ISCED 4",ISCED 2,"ISCED 3A, ISCED 4",Both parents,Native
135917,Germany,Female,Middle school,463.164,547.363,570.5334,ISCED 5B,ISCED 5B,ISCED 5B,Both parents,Native
135918,Germany,Female,Middle school,561.1544,576.5937,569.6941,ISCED 5B,"ISCED 3A, ISCED 4",ISCED 5B,Both parents,Native
135919,Germany,Male,Middle school,353.957,393.4962,446.6057,ISCED 5B,ISCED 2,ISCED 5B,Both parents,Native
135920,Germany,Female,Middle school,488.7132,514.7169,536.7773,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
135921,Germany,Female,Middle school,476.6397,556.1005,507.031,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Second-Generation
135922,Germany,Male,Middle school,587.7162,514.2691,575.1026,"ISCED 5A, 6","ISCED 3A, ISCED 4","ISCED 5A, 6",Both parents,Native
135923,Germany,Female,Middle school,494.1658,505.9795,534.9123,ISCED 5B,"ISCED 3A, ISCED 4",ISCED 5B,Both parents,Native
135925,Germany,Male,Middle school,597.6866,526.2983,581.63,ISCED 2,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Single father/mother,Native
135926,Germany,Female,Middle school,615.68,633.8634,630.9586,"ISCED 5A, 6","ISCED 3A, ISCED 4","ISCED 5A, 6",Both parents,Native
135927,Germany,Female,Middle school,547.7567,558.5628,559.9963,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
135928,Germany,Male,Special school,467.9156,381.7076,344.7781,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
135932,Germany,Male,Special school,504.5256,409.7757,427.7695,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
135933,Germany,Male,Special school,502.1888,413.7854,428.702,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
135936,Germany,Female,High school,548.6135,536.3221,549.6457,"ISCED 5A, 6",ISCED 2,"ISCED 5A, 6",Both parents,Native
135938,Germany,Female,High school,633.1282,643.554,674.3193,ISCED 5B,ISCED 5B,ISCED 5B,Both parents,Native
135939,Germany,Female,High school,522.3633,514.7963,544.4237,"ISCED 3A, ISCED 4",ISCED 2,"ISCED 3A, ISCED 4",Single father/mother,Native
135940,Germany,Female,High school,571.9037,613.2908,604.6624,ISCED 5B,"ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
135943,Germany,Male,High school,554.0661,531.9119,612.4021,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
135944,Germany,Male,High school,724.8092,645.7881,732.693,"ISCED 5A, 6","ISCED 3A, ISCED 4","ISCED 5A, 6",Both parents,Native
135946,Germany,Female,High school,561.8554,588.1906,596.5498,ISCED 5B,"ISCED 3B, C",ISCED 5B,Both parents,Native
135947,Germany,Female,High school,496.8141,548.2368,538.1761,ISCED 5B,ISCED 5B,ISCED 5B,Both parents,Second-Generation
135948,Germany,Female,High school,548.5356,572.781,603.73,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
135949,Germany,Male,High school,527.5822,455.7271,520.0858,None,None,None,Both parents,Second-Generation
135950,Germany,Female,High school,542.2262,563.567,543.398,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Second-Generation
135951,Germany,Male,High school,502.8899,485.8803,537.8963,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
135952,Germany,Female,High school,621.0547,599.8669,594.0321,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
135953,Germany,Male,High school,406.4574,358.4512,420.6826,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
135954,Germany,Male,High school,625.0273,626.0603,659.2130000000001,ISCED 5B,"ISCED 3A, ISCED 4",ISCED 5B,Both parents,Native
135956,Germany,Female,High school,624.9494,623.9345,667.4189,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
135957,Germany,Male,High school,607.2675,600.5584,722.5289,"ISCED 3B, C","ISCED 5A, 6","ISCED 5A, 6",Both parents,Second-Generation
135958,Germany,Female,High school,639.8271,677.5505,653.3383,"ISCED 3B, C","ISCED 3B, C","ISCED 3B, C",Both parents,Second-Generation
135959,Germany,Male,High school,560.9986,530.8694,551.7904,ISCED 2,ISCED 5B,ISCED 5B,Both parents,Second-Generation
135962,Germany,Female,Integrated school,451.4021,458.718,464.1365,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
135965,Germany,Male,Integrated school,583.6657,504.6458,576.9675,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
135966,Germany,Female,Integrated school,479.2881,503.7554,525.9605,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
135967,Germany,Female,Integrated school,638.5808,649.9085,696.699,ISCED 5B,ISCED 2,ISCED 5B,Both parents,Native
135971,Germany,Male,Integrated school,526.6475,470.9641,532.2081,ISCED 2,"ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
135975,Germany,Male,Integrated school,499.5404,399.3504,461.0593,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Single father/mother,Native
135976,Germany,Male,Integrated school,564.1143,532.3931,584.1477,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
135977,Germany,Female,Integrated school,518.936,563.3287,573.2376,ISCED 5B,"ISCED 3A, ISCED 4",ISCED 5B,Both parents,Native
135978,Germany,Female,Integrated school,428.6571,460.3067,478.1238,ISCED 1,ISCED 2,ISCED 2,Both parents,Native
135980,Germany,Female,Integrated school,489.4142,543.4709,515.1436,ISCED 2,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
135981,Germany,Male,Integrated school,565.4385,499.5133,536.8706,ISCED 2,"ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
135982,Germany,Male,Integrated school,571.2806,494.6215,588.9966,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
135983,Germany,Male,Middle school,538.721,524.3736,560.276,ISCED 5B,"ISCED 3A, ISCED 4",ISCED 5B,Single father/mother,Native
135984,Germany,Male,Middle school,473.6797,377.1365,475.3264,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
135985,Germany,Male,Middle school,620.2757,543.1391,585.3599,"ISCED 5A, 6","ISCED 3A, ISCED 4","ISCED 5A, 6",Both parents,Native
135986,Germany,Male,Middle school,444.9369,412.9033,455.4644,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
135987,Germany,Female,Middle school,586.8593,571.8278,561.3018,ISCED 5B,ISCED 2,ISCED 5B,Both parents,Native
135988,Germany,Male,Middle school,470.1745,423.3285,444.6475,ISCED 5B,ISCED 5B,ISCED 5B,Both parents,Native
135989,Germany,Male,Middle school,515.8981,477.941,544.6102,"ISCED 5A, 6",None,"ISCED 5A, 6",Both parents,Native
135990,Germany,Male,Middle school,498.0604,485.7199,534.2596,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
135992,Germany,Male,Middle school,559.5186,469.9216,518.8736,"ISCED 5A, 6",ISCED 2,"ISCED 5A, 6",Both parents,Native
135993,Germany,Female,Middle school,497.9826,511.6985,468.5192,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
135994,Germany,Female,Middle school,476.0165,442.8318,438.0269,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
135996,Germany,Male,Middle school,619.4189,545.3044,608.4856,"ISCED 5A, 6",ISCED 2,"ISCED 5A, 6",Both parents,Native
135997,Germany,Female,Middle school,496.3468,480.64099999999996,450.8019,ISCED 2,ISCED 2,ISCED 2,Other,Native
135998,Germany,Male,Middle school,586.1583,513.4672,560.1828,ISCED 5B,"ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
135999,Germany,Female,Middle school,476.9512,438.62199999999996,451.3614,ISCED 2,ISCED 5B,ISCED 5B,Both parents,Native
136001,Germany,Female,Middle school,508.4982,482.309,529.7837,ISCED 5B,ISCED 2,ISCED 5B,Both parents,Native
136002,Germany,Male,Middle school,580.5499,466.1524,546.1954,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
136004,Germany,Male,Middle school,592.935,522.8499,562.9802,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
136006,Germany,Female,Middle school,473.2902,518.7679,487.542,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
136007,Germany,Male,Middle school,514.3402,511.8633,537.8031,"ISCED 3A, ISCED 4","ISCED 5A, 6","ISCED 5A, 6",Both parents,Second-Generation
136009,Germany,Male,Middle school,404.3543,410.8182,377.4151,ISCED 5B,"ISCED 5A, 6","ISCED 5A, 6",Both parents,First-Generation
136010,Germany,Female,Middle school,321.8648,409.2325,344.7781,"ISCED 5A, 6",ISCED 2,"ISCED 5A, 6",Both parents,Native
136012,Germany,Female,Middle school,370.6263,340.1275,323.7038,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
136024,Germany,Male,Middle school,511.1466,443.4574,510.5744,"ISCED 3A, ISCED 4","ISCED 3B, C","ISCED 3A, ISCED 4",Both parents,Native
136037,Germany,Female,Main school,368.9126,366.2603,425.9978,"ISCED 3A, ISCED 4","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
136038,Germany,Male,Main school,425.2298,359.9749,433.3644,ISCED 2,ISCED 2,ISCED 2,Single father/mother,Native
136040,Germany,Female,Main school,432.4739,448.1537,511.6934,ISCED 5B,ISCED 2,ISCED 5B,Both parents,Native
136041,Germany,Female,Main school,457.5557,450.3778,474.3006,"ISCED 3A, ISCED 4",ISCED 2,"ISCED 3A, ISCED 4",Both parents,Native
136042,Germany,Male,Main school,379.5062,433.834,444.3678,ISCED 2,None,ISCED 2,Other,Native
136044,Germany,Male,Main school,494.7889,472.2472,496.4938,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
136045,Germany,Male,Main school,388.3081,349.0684,414.7147,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
136048,Germany,Male,Middle school,561.2323,515.0711,563.9127,ISCED 5B,ISCED 2,ISCED 5B,Both parents,Native
136049,Germany,Male,Middle school,560.3754,546.7479,543.3047,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
136050,Germany,Female,Middle school,609.8380000000001,665.7153,626.3894,"ISCED 3A, ISCED 4","ISCED 3B, C","ISCED 3A, ISCED 4",Both parents,Native
136051,Germany,Female,Middle school,486.4543,490.4904,463.204,ISCED 5B,ISCED 2,ISCED 5B,Both parents,Native
136052,Germany,Male,Middle school,607.7348,567.7589,576.0351,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
136054,Germany,Female,Middle school,546.1209,508.7596,538.7355,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
136055,Germany,Female,Middle school,554.9229,591.765,567.5494,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
136057,Germany,Male,Middle school,626.5072,591.0153,593.4726,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
136059,Germany,Male,Middle school,703.5442,658.3787,725.0466,"ISCED 3A, ISCED 4",ISCED 2,"ISCED 3A, ISCED 4",Both parents,Native
136060,Germany,Female,Middle school,564.8154,575.4816,585.3599,ISCED 5B,"ISCED 3A, ISCED 4",ISCED 5B,Both parents,Native
136062,Germany,Male,Middle school,620.2757,531.11,609.6046,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
136063,Germany,Female,Middle school,614.7453,595.8954,666.4864,"ISCED 3B, C","ISCED 3B, C","ISCED 3B, C",Both parents,Native
136064,Germany,Female,Middle school,631.8819,620.519,612.2156,ISCED 2,ISCED 2,ISCED 2,Both parents,Native
136065,Germany,Female,Middle school,608.2022,621.3133,595.0578,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Single father/mother,Native
136067,Germany,Female,Middle school,560.9986,566.4265,554.3081,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
136068,Germany,Female,Middle school,591.5329,636.1669,630.3059,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",Both parents,Native
136069,Germany,Female,Middle school,561.0765,576.0376,545.5427,ISCED 2,ISCED 2,ISCED 2,Single father/mother,Native
136070,Germany,Female,Middle school,537.7863,509.1567,531.1824,ISCED 5B,"ISCED 3A, ISCED 4",ISCED 5B,Both parents,Native
136072,Germany,Male,High school,570.8132,576.5803,550.2984,"ISCED 3A, ISCED 4","ISCED 5A, 6","ISCED 5A, 6",Both parents,Native
